,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
365,Frozen Shroud,A relic of the acients,LEGENDARY,frozen-shroud,null,null,0,0,Ragnarok,null,0,0.00,null,null,Harbinger Set,BACKBLING,RELEASED
366,Funk Ops,Boogie on down to the Umbrella Town.,EPIC,funk-ops,funk-ops,funk-ops,0,0,null,null,1500,0.00,null,null,Fortnite Fever Set,OUTFIT,RELEASED
367,Galactic Disc,Light-years ahead of the rest.,EPIC,galactic-disc,null,null,0,0,null,Samsung Galaxy Bundle,0,0.00,null,null,null,BACKBLING,RELEASED
368,Galaxy,Victory is written in the stars.,EPIC,galaxy,galaxy,null,0,0,null,Samsung Galaxy Bundle,0,0.00,null,null,null,OUTFIT,RELEASED
369,Gale Force,Rise above the storm.,RARE,gale-force,null,null,4,7,null,null,0,0.00,null,null,Valiant Set,HARVESTINGTOOL,RELEASED
370,Game Over,Leave your mark.,UNCOMMON,game-over,null,null,6,62,null,null,0,0.00,null,null,null,SPRAY,RELEASED
371,Garrison,Hold down the fort.,UNCOMMON,garrison,null,garrison,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
372,Gatekeeper,On the threshold of victory.,UNCOMMON,gatekeeper,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
373,Gentleman's Dab,Salutations good sir!,UNCOMMON,gentlemans-dab,null,null,5,6,null,null,0,0.00,null,null,null,DANCE,RELEASED
374,Get Down,Can you dig it?,EPIC,get-down,null,null,2,14,null,null,0,0.00,null,null,Fortnite Fever Set,GLIDER,RELEASED
375,Get Funky,Find your groove.,RARE,get-funky,null,null,7,63,null,null,0,0.00,null,null,null,DANCE,RELEASED
376,GG Potion,Express yourself on the battlefield,UNCOMMON,gg-potion,null,null,6,16,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
377,GG Smiley,Leave your mark.,UNCOMMON,gg-smiley,null,null,4,14,null,null,0,0.00,null,null,null,SPRAY,RELEASED
378,GG Snowman,Leave your mark.,UNCOMMON,gg-snowman,null,null,7,2,null,null,0,0.00,null,null,null,SPRAY,RELEASED
379,GG Wreath,Express yourself on the battlefiedl,UNCOMMON,gg-wreath,null,null,7,16,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
380,Ghost,Express yourself on the battlefield,UNCOMMON,ghost,null,null,6,46,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
381,Ghost Portal,I just got a chill.,EPIC,ghost-portal,null,null,0,0,null,null,0,0.00,Skull Trooper Challenges,Ghost Portal Style,null,BACKBLING,RELEASED
382,Ghoul Trooper,Epic ghoul trooper outfit.,EPIC,ghoul-trooper,ghoul-trooper,ghoul-trooper,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
383,Giddy-Up,Yee-haw!,EPIC,giddy-up,null,null,6,23,null,null,0,0.00,null,null,null,OUTFIT,RELEASED
384,Ginger Gunner,Spread some holiday fear.,EPIC,ginger-gunner,ginger-gunner,ginger-gunner,0,0,null,null,1500,0.00,null,Ginger Gunner Style,Gingerbread Set,OUTFIT,RELEASED
385,Ginger Gunner,Express yourself on the battlefiedl,UNCOMMON,ginger-gunner,null,null,7,24,null,null,0,0.00,null,null,Gingerbread Set,EMOTICON,RELEASED
386,Gingerbread,Concept art for Merrry Marauder and Ginger Gunner,UNCOMMON,gingerbread,gingerbread,null,7,12,null,null,0,0.00,null,null,Gingerbread Set,LOADINGSCREEN,RELEASED
387,Glider,Standard Battle Glider.,COMMON,glider,null,null,0,0,null,null,0,0.00,null,null,null,GLIDER,RELEASED
388,Glidurrr,Order up!,RARE,glidurrr,null,null,7,39,null,null,0,0.00,null,null,Durrr Burger Set,GLIDER,RELEASED
389,Glitch In The System,Freefall in style.,RARE,glitch-in-the-system,null,null,5,54,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
390,Global Axe,"Think globally, axe locally.",EPIC,global-axe,null,null,0,0,null,null,1200,0.00,null,null,null,HARVESTINGTOOL,RELEASED
391,Glow Rider,Illuminate a path to victory,UNCOMMON,glow-rider,null,null,0,0,null,null,500,0.00,null,null,Neon Glow Set,GLIDER,RELEASED
392,Glow Stick,"Behold, it glows!",RARE,glow-stick,null,null,0,0,null,null,800,0.00,null,null,Neon Glow Set,HARVESTINGTOOL,RELEASED
393,Glyphs,Cryptic code,RARE,glyphs,null,null,7,37,null,null,0,0.00,null,null,Lightning & Thunderstorms Set,CONTRAIL,RELEASED
394,Go,Express yourself on the battlefield.,UNCOMMON,go,null,null,5,5,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
395,Go! Go! Go!,You can do it!,UNCOMMON,go-go-go,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
396,Goalbound,Goooooooooooooal!,UNCOMMON,goalbound,null,null,0,0,null,null,500,0.00,null,null,Goalbound Set,GLIDER,RELEASED
397,Golden Pigskin,Claim the trophy.,UNCOMMON,golden-pigskin,null,null,0,0,null,null,500,0.00,null,null,Fourth Down Set,HARVESTINGTOOL,RELEASED
398,Golf Ball,Fore!,RARE,golf-ball,null,null,5,27,null,null,0,0.00,null,null,null,TOY,RELEASED
399,Golf Clap,Good show. Good show.,UNCOMMON,golf-clap,null,null,7,14,null,null,0,0.00,null,null,null,DANCE,RELEASED
400,Good Game,Express yourself on the battlefield.,UNCOMMON,good-game,null,null,3,26,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
401,Good Vibes,Leave your mark.,UNCOMMON,good-vibes,null,null,5,38,null,null,0,0.00,null,null,null,SPRAY,RELEASED
402,Goodie Bag,Sweet!,EPIC,goodie-bag,null,null,4,55,null,null,0,0.00,null,null,Sweet Tooth Set,BACKBLING,RELEASED
403,Goodie Gourd,Yum!,EPIC,goodie-gourd,null,null,0,0,Spooky Team Leader,null,0,0.00,null,null,null,BACKBLING,RELEASED
404,Googly,Hi guys!,RARE,googly,null,null,0,0,null,null,800,0.00,null,null,null,GLIDER,RELEASED
405,Gremlins,Leave your mark.,UNCOMMON,gremlins,null,null,6,72,null,null,0,0.00,null,null,null,SPRAY,RELEASED
406,Gridiron,Dominate the field.,EPIC,gridiron,null,gridiron,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
407,Grill Sergeant,,UNCOMMON,grill-sergeant,grill-sergeant,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
408,Groove Jam,Untamed groove.,EPIC,groove-jam,null,null,4,95,null,null,0,0.00,null,null,null,DANCE,RELEASED
409,Ground Pound,Take it for a spin,UNCOMMON,ground-pound,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
410,Growler,This good boy is not afraid to bare his teeth.,EPIC,growler,null,growler,0,0,null,null,1500,0.00,null,null,Animal Jackets,OUTFIT,RELEASED
411,Grumpy Tree,Leave your mark.,UNCOMMON,grumpy-tree,null,null,7,8,null,null,0,0.00,null,null,null,SPRAY,RELEASED
412,Guan Yu,Loyalty and bravery at all times.,EPIC,guan-yu,null,guan-yu,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
413,Guandao,Sharpened for battle.,RARE,guandao,null,guandao,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
414,Guiding Glow,"The better to chop you with, my dear.",RARE,guiding-glow,null,null,6,30,null,null,0,0.00,null,null,Red Riding Set,HARVESTINGTOOL,RELEASED
415,Gum Drop,Sweet Victory!,RARE,gum-drop,null,null,0,0,null,null,800,0.00,null,null,null,GLIDER,RELEASED
416,Gumshoe,The kid's got gumption.,EPIC,gumshoe,gumshoe,gumshoe,0,0,null,null,1500,0.00,null,null,Hardboiled Set,OUTFIT,RELEASED
417,Gun Show,Express yourself on the battlefield.,UNCOMMON,gun-show,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
418,Gurney Gear,Wheels up.,EPIC,gurney-gear,null,null,0,0,Field Surgeon,null,0,0.00,null,null,Support Squadron,BACKBLING,RELEASED
419,Hacivat,From lore to legend.,EPIC,hacivat,hacivat,hacivat,0,0,null,null,1500,0.00,null,null,Hacivat Set,OUTFIT,RELEASED
420,Half Shell,Turtles glide with honor.,RARE,half-shell,null,null,0,0,null,null,800,0.00,null,null,null,GLIDER,RELEASED
421,Hamirez,Give her a wheel and she'll be your best friend.,EPIC,hamirez,null,null,7,19,null,null,0,0.00,null,Hamirez Style,null,PET,RELEASED
422,Hang Time,Get air.,EPIC,hang-time,null,null,0,0,null,null,1200,0.00,null,null,Half Court Set,GLIDER,RELEASED
423,Happy Birthday!,Leave your mark.,UNCOMMON,happy-birthday,null,null,0,0,null,null,0,0.00,Fortnite 1st Birthday Challenges,null,null,SPRAY,RELEASED
424,Hard Boiled,Dipped and dyed.,EPIC,hard-boilded,null,null,0,0,Rabbit Raider,null,0,0.00,null,null,Pastel Patrol Set,BACKBLING,RELEASED
425,Harpoon Axe,Tip of the spear.,RARE,harpoon-axe,null,null,0,0,null,null,800,0.00,null,null,Divemasters Set,HARVESTINGTOOL,RELEASED
426,Harvester,Reap what you sow.,RARE,harvester,null,null,0,0,null,null,800,0.00,null,null,Straw Stuffed Set,HARVESTINGTOOL,RELEASED
427,Harvesting Tools,Concept art,UNCOMMON,harvesting-tools,harvesting-tools,null,3,12,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
428,Hatchback,Came out of your shell.,EPIC,hatchback,null,null,0,0,Tender Defender,null,0,0.00,null,null,Fowl Play Set,BACKBLING,RELEASED
429,Hatchling,Clever bag.,LEGENDARY,hatchling,null,null,0,0,Tricera Ops,null,0,0.00,null,null,Dino Guard Set,BACKBLING,RELEASED
430,Hatchling,Along came a glider.,EPIC,hatchling,null,null,0,0,null,null,1200,0.00,null,null,Arachnid Set,GLIDER,RELEASED
431,Havoc,Striking fear into the opposition,LEGENDARY,havoc,havoc,null,0,0,null,Twitch Prime,0,0.00,null,null,null,OUTFIT,RELEASED
432,Hay Man,Scare. Those. Crows.,EPIC,hay-man,null,hay-man,0,0,null,null,1500,0.00,null,null,Straw Stuffed Set,OUTFIT,RELEASED
433,Hay Nest,Hatch a plan.,EPIC,hay-nest,null,null,0,0,Hay Man,null,0,0.00,null,null,Straw Stuffed Set,BACKBLING,RELEASED
434,Hazard Agent,Warning: Hazardous!,EPIC,hazard-agent,hazard-agent,hazard-agent,0,0,null,null,1500,0.00,null,null,Outbreak Set,OUTFIT,RELEASED
435,Heart Hands,Express yourself on the battlefield.,UNCOMMON,heart-hands,null,null,2,11,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
436,Heartbroken,Express yourself on the battlefield.,UNCOMMON,heartbroken,null,null,3,14,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
437,Hearts,Freefall in style.,RARE,hearts,null,null,4,68,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
438,Heidi,Fest with the best,EPIC,heidi,null,heidi,0,0,null,null,1500,0.00,null,null,Oktoberfest Set,OUTFIT,RELEASED
439,Helium,Lighter than air.,UNCOMMON,helium,null,null,0,0,null,null,0,0.00,null,null,null,GLIDER,UNRELEASED
440,Herald's Wand,It's vital.,RARE,heralds-wand,null,null,0,0,null,null,800,0.00,null,null,Grim Medicine Set,HARVESTINGTOOL,RELEASED
441,High Explosives,Showcase art,UNCOMMON,high-explosives,high-explosives,null,5,50,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
442,High Octane,Operating at maximum horsepower.,EPIC,high-octane,null,null,3,100,null,null,0,0.00,Tier 100 Challenges,null,Hired Gun Set,GLIDER,RELEASED
443,Highland Warrior,The shadow of the Highlands.,EPIC,highland-warrior,highland-warrior,highland-warrior,0,0,null,null,1500,0.00,null,null,Laoch Set,OUTFIT,RELEASED
444,Highrise Assault Trooper,Rise to the top.,UNCOMMON,highrise-assault-trooper,highrise-assault-trooper,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
445,Hime,Catlike grace under pressure.,LEGENDARY,hime,null,hime,0,0,null,null,2000,0.00,null,Hime Style,Bushido Set,OUTFIT,RELEASED
446,Hitchhiker,,RARE,hitchhiker,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
447,Hoarder,Express yourself on the battlefield.,UNCOMMON,hoarder,null,null,3,64,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
448,Hollowhead,All tricks. No treats.,EPIC,hollowhead,null,hollowhead,0,0,null,null,1500,0.00,null,null,Pumpkin Patch,OUTFIT,RELEASED
449,Hootenanny,Yee haw!,RARE,hootenanny,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
450,Hot Chocolate,Express yourself on the battlefield,UNCOMMON,hot-chocolate,null,null,7,57,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
451,Hot Dawg,Express yourself on the battlefield.,UNCOMMON,hot-dawg,null,null,3,58,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
452,Hot Marat,Wreck the dance floor.,RARE,hot-marat,null,null,0,0,null,Free From Item Shop,0,0.00,null,null,null,DANCE,RELEASED
453,Hot Ride,Burn down the road.,LEGENDARY,hot-ride,null,null,0,0,null,null,1500,0.00,null,null,null,GLIDER,RELEASED
454,Hot Rod,Burn through the clouds with this custom Screaming Skull Hot Rod Glider.,UNCOMMON,hot-rod,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
455,Hot Stuff,Tss!,UNCOMMON,hot-stuff,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
456,Hula,Get the luau started.,EPIC,hula,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
457,Huntress,The fearless raider from storm-tossed seas.,EPIC,huntress,null,null,5,1,null,null,0,0.00,null,null,Norse Set,OUTFIT,RELEASED
458,Huntress,Concept art,UNCOMMON,huntress,huntress,null,5,28,null,null,0,0.00,null,null,Norse Set,LOADINGSCREEN,RELEASED
459,Hype,Get hyped.,RARE,hype,null,null,4,63,null,null,0,0.00,null,null,null,DANCE,RELEASED
460,Hyper,What's up must come down.,UNCOMMON,hyper,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
461,Hyperion,The gladiator of Greasy Grove.,RARE,hyperion,hyperion,null,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
462,Ice Breaker,A great way to meet your fellow combatants.,UNCOMMON,ice-breaker,null,null,0,0,null,null,500,0.00,null,null,Arctic Command Set,HARVESTINGTOOL,RELEASED
463,Ice Crystals,Freefall in style.,RARE,ice-crystals,null,null,5,68,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
464,Ice Cube,Even too cold for penguins.,EPIC,ice-cube,null,null,7,55,null,null,0,0.00,null,null,Mountain Myths Set,BACKBLING,RELEASED
465,Ice Puck,Drop the puck.,RARE,ice-puck,null,null,7,28,null,null,0,0.00,null,null,null,TOY,RELEASED
466,Icicle,Clold to the touch.,RARE,icicle,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
467,Icy Heart,Express yourself on the battlefiedl,UNCOMMON,icy-heart,null,null,7,8,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
468,Ignition,Start it up.,EPIC,ignition,null,null,0,0,Whiteout,null,0,0.00,null,null,Vanishing Point Set,BACKBLING,RELEASED
469,In Love,Express yourself on the battlefield.,UNCOMMON,in-love,null,null,3,14,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
470,Indigo Ice,Show your style.,RARE,indigo-ice,null,null,7,60,null,null,0,0.00,null,null,null,WRAP,RELEASED
471,Infiltrator,Rare infiltrator outfit.,RARE,infiltrator,infiltrator,infiltrator,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
472,Infinite Dab,"Can't stop, won't stop.",RARE,infinite-dab,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
473,Inrepid,Adapative pivot-wing control prototype.,EPIC,intrepid,null,null,4,79,null,null,0,0.00,null,null,Carbide Set,GLIDER,RELEASED
474,Insight,Target in sight.,RARE,insight,null,insight,0,0,null,null,1200,0.00,null,null,Ranged Recon Set,OUTFIT,RELEASED
475,Insignia,Emblazoned shield.,RARE,insignia,null,null,0,0,null,Wegame,0,0.00,null,null,null,BACKBLING,RELEASED
476,Instigator,Start something.,RARE,instigator,null,null,0,0,null,Twitch Prime,0,0.00,null,null,null,HARVESTINGTOOL,RELEASED
477,Instinct,Victory comes naturally.,RARE,instinct,null,instinct,0,0,null,null,0,0.00,null,null,null,OUTFIT,UNRELEASED
478,Intensity,Dance like you mean it.,EPIC,intensity,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
479,Interceptor,Take what's theirs.,EPIC,interceptor,null,interceptor,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
480,Iron Beak,Peck away.,RARE,iron-beak,null,null,0,0,null,null,800,0.00,null,null,Nevermore Set,HARVESTINGTOOL,RELEASED
481,Iron Cage,There is no escape.,LEGENDARY,iron-cage,null,null,0,0,Raven,null,0,0.00,null,null,Nevermore Set,BACKBLING,RELEASED
482,It's Go Time!,It's now or right now!,RARE,its-go-time,null,null,6,46,null,null,0,0.00,null,null,null,DANCE,RELEASED
483,Jack Gourdon,Squash the competition.,EPIC,jack-gourdon,null,jack-gourdon,0,0,null,null,1500,0.00,null,null,Pumpkin Patch,OUTFIT,RELEASED
484,Jack-O-Later,Carved with care.,RARE,jack-o-latern,null,null,6,54,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
485,Jackspammer,Swing it over and over and over and over and over...,UNCOMMON,jackspammer,null,null,0,0,null,null,500,0.00,null,null,Animal Jackets,HARVESTINGTOOL,RELEASED
486,Jailbirds,Showcase art,UNCOMMON,jailbirds,jailbirds,null,5,44,null,null,0,0.00,null,null,Jailbird Set,LOADINGSCREEN,RELEASED
487,Jawblade,Clench victory between your teeth.,RARE,jawblade,null,null,0,0,null,null,800,0.00,null,null,Shogun Set,HARVESTINGTOOL,RELEASED
488,Jingu Bang,Fit for a king.,EPIC,jingu-bang,null,null,0,0,null,null,1200,0.00,null,null,Wukong Set,HARVESTINGTOOL,RELEASED
489,Jolly Roger,Avast!,UNCOMMON,jolly-roger,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
490,Jubilation,A heaping helping of happiness!,UNCOMMON,jubilation,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
491,Juke,Leave them in your dust.,EPIC,juke,null,juke,0,0,null,null,1500,0.00,null,Nation Football League Team Style,Fourth Down,OUTFIT,RELEASED
492,Jumpshot,Vertical Victory,RARE,jumpshot,jumpshot,jumpshot,0,0,null,null,1200,0.00,null,null,Half Court Set,OUTFIT,RELEASED
493,Jungle Scout,Blaze a trail to victory,UNCOMMON,jungle-scout,jungle-scout,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
494,Kaboom,Express yourself on the battlefield.,UNCOMMON,kaboom,null,null,3,86,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
495,Kabuto,Sharp enough to cut through air.,RARE,kabuto,null,null,0,0,null,null,800,0.00,null,null,Shogun Set,GLIDER,RELEASED
496,Keytar,The key to harmoney.,EPIC,keytar,null,null,0,0,Synth Star,null,0,0.00,null,null,Garage Band,BACKBLING,RELEASED
497,Kick Drum,Drive the beat.,EPIC,kick-drum,null,null,0,0,Stage Slayer,null,0,0.00,null,null,Garage Band,BACKBLING,RELEASED
498,Kick Ups,"Look, no hands.",RARE,kick-ups,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
499,Kiss,Leave your mark.,UNCOMMON,kiss,null,null,4,78,null,null,0,0.00,null,null,null,SPRAY,RELEASED
500,Kiss Kiss,Show some love.,RARE,kiss-kiss,null,null,0,0,null,null,500,0.00,null,null,Royale Hearts Set,DANCE,RELEASED
501,Knee Slapper,Rustle up the rhythm,RARE,knee-slapper,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
502,Lamplight,A light in the darkness.,RARE,lamplight,null,null,0,0,null,null,800,0.00,null,null,Grim Medicine Set,GLIDER,RELEASED
503,Lane Splitter,Cut through the crowd.,EPIC,lane-splitter,null,null,0,0,Overtaker,null,0,0.00,null,null,Vanishing Point Set,BACKBLING,RELEASED
504,Lanterns,Freefall in style.,RARE,laterns,null,null,5,20,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
505,Laser Chomp,Laser-guided. Razor-sharp. Slippery.,LEGENDARY,laser-chomp,null,null,0,0,null,null,1500,0.00,null,null,Chomp Set,GLIDER,RELEASED
506,Laser Chomp,Leave your mark.,UNCOMMON,laser-chomp,null,null,5,62,null,null,0,0.00,null,null,null,SPRAY,RELEASED
507,Last Gasp,Barrel roll through the competition.,LEGENDARY,last-gasp,null,null,0,0,Sky Stalker,null,0,0.00,null,null,Sky Stalker Set,BACKBLING,RELEASED
508,Laugh It Up,What's so funny?,RARE,laugh-it-up,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
509,Lead Swinger,Hit the high notes.,UNCOMMON,lead-swinger,null,null,0,0,null,null,500,0.00,null,null,Garage Band,HARVESTINGTOOL,RELEASED
510,Let's Rock,Express yourself on the battlefield.,UNCOMMON,lets-rock,null,null,5,8,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
511,Leviathan,Call me fishman.,LEGENDARY,leviathan,leviathan,leviathan,0,0,null,null,2000,0.00,null,null,Space Explorers Set,OUTFIT,RELEASED
512,Leviathan,Concept art,UNCOMMON,leviathan,leviathan,null,4,44,null,null,0,0.00,null,null,Space Explorers Set,LOADINGSCREEN,RELEASED
513,Libre,High-flying freedom,RARE,libre,null,null,0,0,null,null,800,0.00,null,null,Lucha Set,GLIDER,RELEASED
514,Lightning,Freefall in style.,RARE,lightning,null,null,4,50,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
515,Lights Camera Action,Express yourself on the battlefield.,UNCOMMON,lights-camera-action,null,null,4,8,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
516,Lil' Kev,Loves to play in the lake.,RARE,lil-kev,null,null,0,0,null,null,0,0.00,Lil' Kev Challenges,null,null,BACKBLING,RELEASED
517,LiteShow,Light it up!,UNCOMMON,liteshow,liteshow,liteshow,0,0,null,null,800,0.00,null,null,Neon Glow Set,OUTFIT,RELEASED
518,Living Large,Life is good.,RARE,living-large,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
519,Llama Bell,Clang! Clang! Clang! Clang!,EPIC,llama-bell,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
520,Llama De Muertos,Leave your mark.,UNCOMMON,llama-de-muertos,null,null,6,37,null,null,0,0.00,null,null,null,SPRAY,RELEASED
521,LOL,Express yourself on the battlefield.,UNCOMMON,lol,null,null,2,2,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
522,Lollipopper,"Sweet, sweet, victory",RARE,lollipopper,null,null,4,46,null,null,0,0.00,null,null,Sweet Tooth Set,HARVESTINGTOOL,RELEASED
523,Long Legs,Stretch your legs.,LEGENDARY,long-legs,null,null,0,0,Arachne,null,0,0.00,null,null,Arachnid Set,BACKBLING,RELEASED
524,Longhorn,Corral thge competition,RARE,longhorn,null,null,0,0,null,null,0,0.00,null,null,null,HARVESTINGTOOL,UNRELEASED
525,Longshot,No target is out of range.,RARE,longshot,null,longshot,0,0,null,null,1200,0.00,null,null,Ranged Recon Set,OUTFIT,RELEASED
526,Looted,Leave your mark.,UNCOMMON,looted,null,null,4,38,null,null,0,0.00,null,null,null,SPRAY,RELEASED
527,Love Ranger,Aim for the heart.,LEGENDARY,love-ranger,love-ranger,love-ranger,0,0,null,null,2000,0.00,null,null,Royale Hearts Set,OUTFIT,RELEASED
528,Love Wings,Spread the love.,LEGENDARY,love-wings,null,null,0,0,Love Ranger,null,0,0.00,null,null,Royale Hearts Set,BACKBLING,RELEASED
529,Loyal Shield,Dependable as always,EPIC,loyal-shield,null,null,0,0,Guan Yu,null,0,0.00,null,null,null,BACKBLING,RELEASED
530,Lucha GG,Leave your mark.,UNCOMMON,lucha-gg,null,null,5,29,null,null,0,0.00,null,null,null,SPRAY,RELEASED
531,Lucky,Black pickaxe with yellow smiley faces.,UNCOMMON,lucky,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
532,Ludwig,Best of the wurst,EPIC,ludwig,null,ludwig,0,0,null,null,1500,0.00,null,null,Oktoberfest Set,OUTFIT,RELEASED
533,Lug Axe,Tune up the competition.,RARE,lug-axe,null,null,5,30,null,null,0,0.00,null,null,RPM Set,HARVESTINGTOOL,RELEASED
534,Lynx,Who needs nine lives when one is enough?,LEGENDARY,lynx,null,null,7,1,null,null,0,0.00,null,Lynx Style,Lynx Set,OUTFIT,RELEASED
535,Lynx,Concept art for Lynx.,RARE,lynx,lynx,null,7,50,null,null,0,0.00,null,null,Lynx Set,LOADINGSCREEN,RELEASED
536,Lynx,Leave your mark.,UNCOMMON,lynx,null,null,7,99,null,null,0,0.00,null,null,Lynx Set,SPRAY,RELEASED
537,Magic Wings,Soaring and spellbound.,EPIC,magic-wings,null,null,0,0,null,null,1200,0.00,null,null,Arcane Arts Set,GLIDER,RELEASED
538,Magnifying Axe,Dust 'em for prints.,RARE,magnifying-axe,null,null,0,0,null,null,800,0.00,null,null,Hardboiled Set,HARVESTINGTOOL,RELEASED
539,Magnus,Conquer The Storm,LEGENDARY,magnus,magnus,magnus,0,0,null,null,2000,0.00,null,null,Norse Set,OUTFIT,RELEASED
540,Mainframe,Calculating optimal trajectory,UNCOMMON,mainframe,null,null,0,0,null,null,500,0.00,null,null,Overclocked Set,GLIDER,RELEASED
541,Majestic,Express yourself on the battlefield.,UNCOMMON,majestic,null,null,3,90,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
542,Make It Rain,Better grab an umbrella!,RARE,make-it-rain,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
543,Mako,Soar through the air like the mighty shark!,UNCOMMON,mako,null,null,1,25,null,null,0,0.00,null,null,null,GLIDER,RELEASED
544,Manhole Cover,Leave your mark.,UNCOMMON,manhole-cover,null,null,6,30,null,null,0,0.00,null,null,null,SPRAY,RELEASED
545,Mask,Leave your mark.,UNCOMMON,mask,null,null,4,80,null,null,0,0.00,null,null,null,SPRAY,RELEASED
546,Masked Fury,Who's behind the mask?,RARE,masked-fury,masked-fury,masked-fury,0,0,null,null,1200,0.00,null,null,Lucha Set,OUTFIT,RELEASED
547,Maverick,Just drive.,EPIC,maverick,maverick,maverick,0,0,null,null,1500,0.00,null,null,Cobra Crew Set,OUTFIT,RELEASED
548,Maximilian,Pilot your way to victory.,RARE,maximilian,null,null,0,0,null,null,1200,0.00,null,null,Aviation Age Set,OUTFIT,RELEASED
549,Meeet,Express yourself on the battlefield,UNCOMMON,meeet,null,null,6,66,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
550,Meltdown,Fall out of the battle bus with confidence,UNCOMMON,meltdown,null,null,0,0,null,null,500,0.00,null,null,Outbreak Set,GLIDER,RELEASED
551,Melting Snowman,Leave your mark.,UNCOMMON,melting-snowman,null,null,7,62,null,null,0,0.00,null,null,null,SPRAY,RELEASED
552,Meow Moon,Leave your mark.,UNCOMMON,meow-moon,null,null,6,20,null,null,0,0.00,null,null,null,SPRAY,RELEASED
553,Merry Marauder,Sing a slaying song tonight.,EPIC,merry-marauder,merry-marauder,merry-marauder,0,0,null,null,1500,0.00,null,Merry Marauder Style,Gingerbread Set,OUTFIT,RELEASED
554,Merry Marauder,Express yourself on the battlefiedl,UNCOMMON,merry-marauder,null,null,7,32,null,null,0,0.00,null,null,Gingerbread Set,EMOTICON,RELEASED
